11:34:38.980 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
11:34:40.692 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
11:34:40.972 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
11:34:40.981 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
11:34:40.985 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
11:34:41.136 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
11:34:41.587 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
11:34:41.657 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
11:34:41.683 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
11:34:41.846 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
11:34:42.074 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
11:34:42.326 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
11:34:42.413 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
11:34:42.436 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
11:34:42.578 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
11:34:42.681 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
11:34:42.701 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
11:34:43.207 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
11:34:43.233 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:17:07.024 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:07.067 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:17:07.072 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:17:07.088 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
12:17:07.617 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:07.627 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:17:07.631 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:17:07.762 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:07.764 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
12:17:07.774 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
12:17:07.947 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:08.160 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:08.176 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:17:08.272 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:08.284 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:17:08.289 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:17:08.512 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:08.518 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:17:08.522 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:17:08.594 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:17:08.960 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:17:09.010 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:17:09.027 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
12:17:09.118 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:17:09.299 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:17:09.475 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:17:09.536 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:17:09.556 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
12:17:09.660 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:17:09.720 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:17:09.739 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
12:17:10.124 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:17:10.146 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:36:49.905 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:49.925 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:36:49.930 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:36:49.944 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
12:36:50.577 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:50.585 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:36:50.599 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:36:50.757 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:50.760 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
12:36:50.776 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
12:36:50.912 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:51.084 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:51.095 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:36:51.207 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:51.220 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:36:51.224 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:36:51.451 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:51.459 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
12:36:51.463 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
12:36:51.539 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
12:36:51.948 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:36:52.024 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:36:52.043 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
12:36:52.234 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:36:52.503 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:36:52.667 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:36:52.748 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:36:52.766 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
12:36:52.874 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:36:52.931 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:36:52.948 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
12:36:53.380 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
12:36:53.399 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
12:40:27.474 [SwingWorker-pool-1-thread-7] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=11, price=75, brand=FORD} added to the database
13:16:11.204 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:11.220 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:16:11.225 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:16:11.241 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
13:16:11.751 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:11.760 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:16:11.781 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:16:11.872 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:11.876 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
13:16:11.886 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
13:16:12.105 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:12.267 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:12.278 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:16:12.386 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:12.398 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:16:12.402 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:16:12.605 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:12.613 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:16:12.616 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:16:12.731 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:16:13.058 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:16:13.215 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:16:13.394 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:16:13.576 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:16:13.661 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:16:14.073 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:17:22.956 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:22.973 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:17:22.978 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:17:22.992 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
13:17:23.594 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:23.603 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:17:23.607 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:17:23.719 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:23.722 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
13:17:23.733 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
13:17:23.888 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:24.130 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:24.138 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:17:24.222 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:24.235 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:17:24.239 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:17:24.481 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:24.487 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:17:24.490 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:17:24.564 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:17:24.936 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:17:24.987 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:17:25.003 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
13:17:25.098 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:17:25.246 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:17:25.468 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:17:25.535 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:17:25.553 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
13:17:25.650 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:17:25.729 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:17:25.751 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
13:17:26.124 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:17:26.144 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:21:39.138 [SwingWorker-pool-1-thread-8] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=12, price=800.0000, brand=RENAULT} added to the database
13:42:39.717 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:39.741 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:42:39.747 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:42:39.765 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} removed from the database
13:42:40.358 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:40.367 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:42:40.381 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:42:40.518 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:40.520 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} added to the database
13:42:40.534 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=AUDI} removed from the database
13:42:40.669 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:40.836 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:40.845 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:42:40.929 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:40.942 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:42:40.947 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:42:41.172 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:41.189 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=2, brand=FORD} added to the database
13:42:41.193 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=3, brand=RENAULT} added to the database
13:42:41.277 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=1, brand=AUDI} added to the database
13:42:41.607 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:42:41.677 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:42:41.694 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
13:42:41.797 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:42:41.981 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:42:42.180 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:42:42.229 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:42:42.246 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
13:42:42.355 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:42:42.406 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:42:42.453 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=3, price=4, brand=SKODA} added to the database
13:42:42.901 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=1, price=2, brand=AUDI} added to the database
13:42:42.920 [main] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=2, price=1, brand=FORD} added to the database
13:49:27.534 [SwingWorker-pool-1-thread-1] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=13, price=5500, brand=FORD} added to the database
13:49:33.054 [SwingWorker-pool-1-thread-3] DEBUG c.m.f.p.rent.VehicleManagerImpl - Entity Vehicle{id=10, price=950.0000, brand=VOLKSWAGEN} removed from the database
13:49:34.132 [SwingWorker-pool-1-thread-5] WARN  c.m.f.p.rent.VehicleManagerImpl - Error when deleting from database. You must delete all reservation using this entity first.
java.sql.SQLIntegrityConstraintViolationException: DELETE on table 'VEHICLE' caused a violation of foreign key constraint 'RESERVATION_VEHICLE_FK' for key (4).  The statement has been rolled back.
	at org.apache.derby.client.am.SQLExceptionFactory40.getSQLException(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.am.SqlException.getSQLException(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.derby.client.am.PreparedStatement.executeUpdate(Unknown Source) ~[derbyclient-10.10.1.1.jar:na]
	at org.apache.tomcat.dbcp.dbcp2.DelegatingPreparedStatement.executeUpdate(DelegatingPreparedStatement.java:97) ~[tomcat-dbcp-8.0.5.jar:8.0.5]
	at org.apache.tomcat.dbcp.dbcp2.DelegatingPreparedStatement.executeUpdate(DelegatingPreparedStatement.java:97) ~[tomcat-dbcp-8.0.5.jar:8.0.5]
	at cz.muni.fi.pv168.rent.VehicleManagerImpl.deleteVehicle(VehicleManagerImpl.java:135) ~[classes/:na]
